date	score
26/10/2014 21:59	0.0
26/10/2014 21:59	0.0
26/10/2014 21:59	0.0
26/10/2014 21:59	-0.5
26/10/2014 21:59	0.0
26/10/2014 21:59	0.25
26/10/2014 21:59	1.0
26/10/2014 21:59	1.0
26/10/2014 21:59	0.0
26/10/2014 21:59	0.0
26/10/2014 21:59	0.0
26/10/2014 21:59	0.0
26/10/2014 21:59	0.7
26/10/2014 21:59	0.1
26/10/2014 21:59	0.0
26/10/2014 21:59	0.3
26/10/2014 21:59	-0.5
26/10/2014 21:59	0.0
26/10/2014 21:59	0.0
26/10/2014 21:59	0.65
26/10/2014 21:59	0.0
26/10/2014 21:59	-0.05
26/10/2014 21:59	0.3
26/10/2014 21:59	0.4000000000000001
26/10/2014 21:59	0.0
26/10/2014 21:59	-0.22596153846153846
26/10/2014 21:59	0.05
26/10/2014 21:59	0.0
26/10/2014 21:59	0.0
26/10/2014 21:59	-1
26/10/2014 21:59	0.0
26/10/2014 21:59	0.5
26/10/2014 21:58	0.0
26/10/2014 21:58	0.0
26/10/2014 21:58	0.0
26/10/2014 21:58	0.0
26/10/2014 21:58	0.0
26/10/2014 21:58	0.0
26/10/2014 21:58	0.7
26/10/2014 21:58	0.0
26/10/2014 21:58	0.0
26/10/2014 21:58	0.37777777777777777
26/10/2014 21:58	0.1
26/10/2014 21:58	0.5
26/10/2014 21:58	0.0
26/10/2014 21:58	-0.6999999999999998
26/10/2014 21:58	0.0
26/10/2014 21:58	0.0
26/10/2014 21:58	-0.2
26/10/2014 21:58	0.0
26/10/2014 21:58	0.35
26/10/2014 21:58	0.0
26/10/2014 21:58	0.26
26/10/2014 21:58	0.2
26/10/2014 21:58	0.2
26/10/2014 21:58	0.0
26/10/2014 21:58	0.35
26/10/2014 21:58	-0.22596153846153846
26/10/2014 21:57	0.5
26/10/2014 21:57	0.0
26/10/2014 21:57	-0.16666666666666666
26/10/2014 21:57	-0.4
26/10/2014 21:57	0.21428571428571427
26/10/2014 21:57	0.0
26/10/2014 21:57	-0.6999999999999998
26/10/2014 21:57	0.26666666666666666
26/10/2014 21:57	0.0
26/10/2014 21:57	-1
26/10/2014 21:57	-0.30000000000000004
26/10/2014 21:57	0.0
26/10/2014 21:57	0.2
26/10/2014 21:57	0.0
26/10/2014 21:57	0.0
26/10/2014 21:57	0.5666666666666668
26/10/2014 21:57	0.0
26/10/2014 21:57	0.0
26/10/2014 21:57	-0.5
26/10/2014 21:57	0.0
26/10/2014 21:57	0.0
26/10/2014 21:57	0.5
26/10/2014 21:57	0.0
26/10/2014 21:57	-0.2
26/10/2014 21:56	0.0
26/10/2014 21:56	-0.22596153846153846
26/10/2014 21:56	0.0
26/10/2014 21:56	0.5
26/10/2014 21:56	-1
26/10/2014 21:56	0.0
26/10/2014 21:56	0.0
26/10/2014 21:56	0.0
26/10/2014 21:56	0.0
26/10/2014 21:56	0.0
26/10/2014 21:56	0.35
26/10/2014 21:56	0.0
26/10/2014 21:56	0.0
26/10/2014 21:56	0.25
26/10/2014 21:56	0.0
26/10/2014 21:56	0.0
26/10/2014 21:56	0.0
26/10/2014 21:56	0.0
26/10/2014 21:56	-125
26/10/2014 21:56	-325
26/10/2014 21:56	-0.25
26/10/2014 21:56	0.06818181818181818
26/10/2014 21:56	375
26/10/2014 21:56	0.0
26/10/2014 21:55	0.0
26/10/2014 21:55	0.0
26/10/2014 21:55	0.6
26/10/2014 21:55	-0.3333333333333333
26/10/2014 21:55	0.0
26/10/2014 21:55	0.5
26/10/2014 21:55	0.0
26/10/2014 21:55	0.0
26/10/2014 21:55	0.0
26/10/2014 21:55	0.0
26/10/2014 21:55	0.0
26/10/2014 21:55	-0.25
26/10/2014 21:55	0.0
26/10/2014 21:55	0.0
26/10/2014 21:55	0.8
26/10/2014 21:55	-0.1
26/10/2014 21:55	0.0
26/10/2014 21:55	0.0
26/10/2014 21:55	-0.5
26/10/2014 21:55	0.0
26/10/2014 21:55	0.0
26/10/2014 21:55	0.0
26/10/2014 21:55	0.16666666666666669
26/10/2014 21:55	0.0
26/10/2014 21:54	-0.16666666666666666
26/10/2014 21:54	0.0
26/10/2014 21:54	0.0
26/10/2014 21:54	0.0
26/10/2014 21:54	0.3
26/10/2014 21:54	0.0
26/10/2014 21:54	0.0
26/10/2014 21:54	-1
26/10/2014 21:54	0.0
26/10/2014 21:54	0.0
26/10/2014 21:54	0.0
26/10/2014 21:54	0.2
26/10/2014 21:54	0.0
26/10/2014 21:54	0.0
26/10/2014 21:54	0.5
26/10/2014 21:54	0.0
26/10/2014 21:54	0.0
26/10/2014 21:54	0.0
26/10/2014 21:54	0.0
26/10/2014 21:54	0.0
26/10/2014 21:54	0.2
26/10/2014 21:54	0.0
26/10/2014 21:54	-0.2
26/10/2014 21:54	0.0
26/10/2014 21:54	0.25
26/10/2014 21:54	0.0
26/10/2014 21:54	0.0
26/10/2014 21:53	0.15000000000000002
26/10/2014 21:53	-0.65
26/10/2014 21:53	0.26
26/10/2014 21:53	0.0
26/10/2014 21:53	0.5
26/10/2014 21:53	-0.4
26/10/2014 21:53	0.25
26/10/2014 21:53	0.05
26/10/2014 21:53	0.0
26/10/2014 21:53	0.3630952380952381
26/10/2014 21:53	0.0
26/10/2014 21:53	0.0
26/10/2014 21:53	0.4000000000000001
26/10/2014 21:53	0.5
26/10/2014 21:53	-0.2
26/10/2014 21:53	0.0
26/10/2014 21:53	0.0
26/10/2014 21:53	0.0
26/10/2014 21:53	0.0
26/10/2014 21:53	0.0
26/10/2014 21:53	0.0
26/10/2014 21:53	0.0
26/10/2014 21:53	-0.11666666666666665
