username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;sentimento
charlesaraujox;2018-06-11 12:59;0;0;adalberto cavalcanti cumpre extensa agenda fim semana parnamirim serrita petrolina sertao estado ;;;;1006204332063092736;https://twitter.com/charlesaraujox/status/1006204332063092736;['positivo']
charlesaraujox;2018-06-11 12:34;0;0;adalberto cavalcanti cumpre extensa agenda fim semana parnamirim serrita petrolina sertao estado ;;;;1006198050187042817;https://twitter.com/charlesaraujox/status/1006198050187042817;['positivo']
canalblitztv;2018-06-11 10:19;0;0;em petrolina adalberto cavalcanti prestigia roda sao goncalo ;;;;1006163935333158913;https://twitter.com/canalblitztv/status/1006163935333158913;['positivo']
canalblitztv;2018-06-11 10:00;0;0;prestacao contas deputado adalberto cavalcanti municipio lagoa grande  ontasdeputadoadalbertocavalcantimunicipiolagoagrande;;;;1006159337641869313;https://twitter.com/canalblitztv/status/1006159337641869313;['negativo']
canalblitztv;2018-06-10 08:43;0;0;adalberto cavalcanti prestigia  edicao feira negocios serrita  lcantiprestigia7aedicaofeiranegociosserrita ;;;;1005777357867757568;https://twitter.com/canalblitztv/status/1005777357867757568;['positivo']
canalblitztv;2018-06-09 20:35;0;0;adalberto cavalcanti participou  festa vaqueiro fazenda massape  lcantiparticipou8afestavaqueirofazendamassape;;;;1005594221930303499;https://twitter.com/canalblitztv/status/1005594221930303499;['negativo']
canalblitztv;2018-06-09 11:49;0;0;prestacao contas deputado adalberto cavalcanti municipio santa maria boa vista  ontasdeputadoadalbertocavalcantimunicipiosantamariaboavista;;;;1005461843249369094;https://twitter.com/canalblitztv/status/1005461843249369094;['positivo']
charlesaraujox;2018-06-09 09:32;1;0;em tacaratupe deputado federal adalberto cavalcanti entrega trator ensiladeira ;;;;1005427319857528832;https://twitter.com/charlesaraujox/status/1005427319857528832;['negativo']
charlesaraujox;2018-06-09 09:31;1;0;em tacaratupe deputado federal adalberto cavalcanti entrega trator ensiladeira ;;;;1005427242879643648;https://twitter.com/charlesaraujox/status/1005427242879643648;['negativo']
canalblitztv;2018-06-08 15:16;0;0;adalberto cavalcanti faz entrega trator ensiladeira tacaratu  lcantifazentregatratorensiladeiratacaratu;;;;1005151472525471747;https://twitter.com/canalblitztv/status/1005151472525471747;['negativo']
canalblitztv;2018-06-07 15:59;0;0;na tribuna camara deputados adalberto cavalcanti cobra melhorias estradas sertao pernambucano governador paulo camara  camaradeputadosadalbertocavalcanticobramelhoriasestradassertaopernambucanogovernadorpaulocamara;;;;1004800093877305344;https://twitter.com/canalblitztv/status/1004800093877305344;['positivo']
charlesaraujox;2018-06-06 21:42;1;0;em brasilia adalberto cavalcanti pede acabar suspensao distribuicao dagua operacao carro pipa ;;;;1004524041221300226;https://twitter.com/charlesaraujox/status/1004524041221300226;['neutro']
charlesaraujox;2018-06-06 21:20;1;0;em brasilia adalberto cavalcanti pede acabar suspensao distribuicao dagua operacao carro pipa ;;;;1004518526336552960;https://twitter.com/charlesaraujox/status/1004518526336552960;['neutro']
charlesaraujox;2018-06-06 21:19;1;0;adalberto cavalcanti participa lancamento plano agricola pecuario 2019 presidencia republica ;;;;1004518116620210176;https://twitter.com/charlesaraujox/status/1004518116620210176;['negativo']
charlesaraujox;2018-06-06 21:10;0;0;adalberto cavalcanti participa lancamento plano agricola pecuario 2019 presidencia republica ;;;;1004515977277501441;https://twitter.com/charlesaraujox/status/1004515977277501441;['negativo']
canalblitztv;2018-06-06 19:05;0;0;em brasilia adalberto cavalcanti solicita ministro integracao providencias acabar suspensao distribuicao agua realizada operacao carro pipa  albertocavalcantisolicitaministrointegracaoprovidenciasacabarsuspensaodistribuicaoaguarealizadaoperacaocarropipa;;;;1004484562154590208;https://twitter.com/canalblitztv/status/1004484562154590208;['positivo']
canalblitztv;2018-06-06 15:23;0;0;adalberto cavalcanti participa lancamento plano agricola pecuario 2019 presidencia republica  lcantiparticipalancamentoplanoagricolapecuario20182019presidenciarepublica;;;;1004428579319566337;https://twitter.com/canalblitztv/status/1004428579319566337;['negativo']
wallacemciel;2018-06-06 10:43;0;0;em lagoa grande vereador pede ajuda adalberto cavalcanti fornecimento agua  vereadorpedeajudaadalbertocavalcantifornecimentoagua via;;@canalblitztv;;1004358130795413504;https://twitter.com/wallacemciel/status/1004358130795413504;['negativo']
charlesaraujox;2018-06-05 18:27;0;0;deputado adalberto cavalcanti visita projeto pontal apoio acampamento mst dom tomaspetrolina eputadoadalbertocavalcantivisitaprojetopontalapoioacampamentomstdomtomaspetrolina;;;;1004112567554301952;https://twitter.com/charlesaraujox/status/1004112567554301952;['positivo']
charlesaraujox;2018-06-05 16:16;0;0;deputado adalberto cavalcanti visita projeto pontal apoio acampamento mst dom tomaspetrolina ;;;;1004079623242567685;https://twitter.com/charlesaraujox/status/1004079623242567685;['positivo']
charlesaraujox;2018-06-05 15:58;0;0;deputado adalberto cavalcanti visita projeto pontal apoio acampamento mst dom tomaspetrolina eputadoadalbertocavalcantivisitaprojetopontalapoioacampamentomstdomtomaspetrolina;;;;1004074895297441792;https://twitter.com/charlesaraujox/status/1004074895297441792;['positivo']
canalblitztv;2018-06-05 10:11;0;0;adalberto cavalcanti visita acampamento mst dom tomas projeto pontal petrolina  lcantivisitaacampamentomstdomtomasprojetopontalpetrolina;;;;1003987698292576257;https://twitter.com/canalblitztv/status/1003987698292576257;['negativo']
charlesaraujox;2018-06-04 13:00;0;0;deputado federal adalberto cavalcanti recebe apoio importantes liderancas ouricuripe ;;;;1003667771115180032;https://twitter.com/charlesaraujox/status/1003667771115180032;['positivo']
charlesaraujox;2018-06-04 12:34;1;0;deputado federal adalberto cavalcanti recebe apoio importantes liderancas ouricuripe eputadofederaladalbertocavalcantirecebeapoioimportantesliderancasouricuripe;;;;1003661229129334784;https://twitter.com/charlesaraujox/status/1003661229129334784;['positivo']
canalblitztv;2018-06-04 12:00;0;0;adalberto cavalcanti recebe apoio liderancas ouricuri  lcantirecebeapoioliderancasouricuri;;;;1003652637043122177;https://twitter.com/canalblitztv/status/1003652637043122177;['positivo']
canalblitztv;2018-05-31 09:41;0;0;adalberto cavalcanti prestigiou solenidade entrega titulo cidadao lagoa grande deputado lucas ramos gestora gre anete ferraz  lcantiprestigiousolenidadeentregatitulocidadaolagoagrandedeputadolucasramosgestoragreaneteferraz;;;;1002168136706265088;https://twitter.com/canalblitztv/status/1002168136706265088;['negativo']
canalblitztv;2018-05-30 11:18;0;0;adalberto cavalcanti recebe apoio vereadores suplentes liderancas locais serrita  lcantirecebeapoiovereadoressuplentesliderancaslocaisserrita;;;;1001830209836994561;https://twitter.com/canalblitztv/status/1001830209836994561;['neutro']
canalblitztv;2018-05-29 10:17;0;0;tres ensiladeiras entregues deputado adalberto cavalcanti zona rural serrita  rassaoentreguesdeputadoadalbertocavalcantizonaruralserrita;;;;1001452401352695808;https://twitter.com/canalblitztv/status/1001452401352695808;['positivo']
canalblitztv;2018-05-28 20:00;0;0;duas ensiladeiras entregues deputado adalberto cavalcanti zona rural parnamirim  rasentreguesdeputadoadalbertocavalcantizonaruralparnamirim;;;;1001236900542402560;https://twitter.com/canalblitztv/status/1001236900542402560;['negativo']
charlesaraujox;2018-05-28 18:33;1;0;vereador chixico apoia lula marilia arraes silvio costa adalberto cavalcanti socorro pimentel ereadorchixicoapoialulamariliaarraessilviocostaadalbertocavalcantisocorropimentel;;;;1001214933986619393;https://twitter.com/charlesaraujox/status/1001214933986619393;['positivo']
charlesaraujox;2018-05-28 16:17;0;0;deputado adalberto cavalcanti entrega ensiladeira associacao angicoparnamirim eputadoadalbertocavalcantientregaensiladeiraassociacaoangicoparnamirim;;;;1001180632016408577;https://twitter.com/charlesaraujox/status/1001180632016408577;['negativo']
charlesaraujox;2018-05-28 16:16;0;0;deputado adalberto cavalcanti entrega ensiladeira associacao angicoparnamirim eputadoadalbertocavalcantientregaensiladeiraassociacaoangicoparnamirim;;;;1001180500982095873;https://twitter.com/charlesaraujox/status/1001180500982095873;['negativo']
charlesaraujox;2018-05-28 16:15;0;0;deputado adalberto cavalcanti entrega ensiladeira associacao produtores arapuaparnamirim eputadoadalbertocavalcantientregaensiladeiraassociacaoprodutoresarapuaparnamirim;;;;1001180268823113728;https://twitter.com/charlesaraujox/status/1001180268823113728;['negativo']
charlesaraujox;2018-05-28 16:14;0;0;deputado adalberto cavalcanti entrega ensiladeira associacao varzea comprida parnamirim eputadoadalbertocavalcantientregaensiladeiraassociacaovarzeacompridaparnamirim;;;;1001179981894963200;https://twitter.com/charlesaraujox/status/1001179981894963200;['negativo']
charlesaraujox;2018-05-28 16:14;0;0;deputado adalberto cavalcanti entrega ensiladeira associacao varzea comprida parnamirim eputadoadalbertocavalcantientregaensiladeiraassociacaovarzeacompridaparnamirim;;;;1001179800957005824;https://twitter.com/charlesaraujox/status/1001179800957005824;['negativo']
charlesaraujox;2018-05-28 16:13;0;0;raimundinho cavalcanti jonatas visitam comunidades santa filomena nome adalberto cavalcanti aimundinhocavalcantijonatasvisitamcomunidadessantafilomenanomeadalbertocavalcanti;;;;1001179674204979201;https://twitter.com/charlesaraujox/status/1001179674204979201;['positivo']
charlesaraujox;2018-05-28 16:01;0;0;raimundinho cavalcanti jonatas visitam comunidades santa filomena nome adalberto cavalcanti aimundinhocavalcantijonatasvisitamcomunidadessantafilomenanomeadalbertocavalcanti;;;;1001176626099564545;https://twitter.com/charlesaraujox/status/1001176626099564545;['positivo']
charlesaraujox;2018-05-28 13:47;0;0;deputado adalberto cavalcanti entrega ensiladeira associacao angicoparnamirim ;;;;1001143048850493440;https://twitter.com/charlesaraujox/status/1001143048850493440;['negativo']
charlesaraujox;2018-05-28 13:47;0;0;deputado adalberto cavalcanti entrega ensiladeira associacao produtores arapuaparnamirim ;;;;1001143043175530496;https://twitter.com/charlesaraujox/status/1001143043175530496;['negativo']
charlesaraujox;2018-05-28 13:47;0;0;deputado adalberto cavalcanti entrega ensiladeira associacao varzea comprida parnamirim ;;;;1001143036296900608;https://twitter.com/charlesaraujox/status/1001143036296900608;['negativo']
canalblitztv;2018-05-28 12:23;0;0;adalberto cavalcanti entrega ensiladeira associacao varzea comprida zona rural parnamirim  lcantientregaensiladeiraassociacaovarzeacompridazonaruralparnamirim;;;;1001121832605573121;https://twitter.com/canalblitztv/status/1001121832605573121;['negativo']
charlesaraujox;2018-05-27 15:22;0;0;raimundinho cavalcanti jonatas visitam comunidades santa filomena nome adalberto cavalcanti ;;;;1000804401508892672;https://twitter.com/charlesaraujox/status/1000804401508892672;['positivo']
charlesaraujox;2018-05-27 15:22;0;0;deputado adalberto cavalcanti lucia mariano feira animais afranio lado criadores ;;;;1000804396421165056;https://twitter.com/charlesaraujox/status/1000804396421165056;['positivo']
charlesaraujox;2018-05-27 00:18;0;0;deputado adalberto cavalcanti lucia mariano feira animais afranio lado criadores eputadoadalbertocavalcantiluciamarianofeiraanimaisafranioladocriadores;;;;1000577020055736320;https://twitter.com/charlesaraujox/status/1000577020055736320;['positivo']
wallacemciel;2018-05-26 20:43;0;0;adalberto cavalcanti lucia mariano visitam feira animais afranio  lcantiluciamarianovisitamfeiraanimaisafranio via;;@canalblitztv;;1000522866415296512;https://twitter.com/wallacemciel/status/1000522866415296512;['positivo']
canalblitztv;2018-05-23 09:17;0;0;adalberto cavalcanti apoio erefeito exvice prefeito vereadores suplente varias liderancas dormentes  lcantiapoioerefeitoexviceprefeito6vereadores1suplentevariasliderancasdormentes;;;;999262998811291648;https://twitter.com/canalblitztv/status/999262998811291648;['neutro']
charlesaraujox;2018-05-22 21:36;0;0;adalberto cavalcanti participa festa social agricultores ico ne gomespetrolina ;;;;999086718669262848;https://twitter.com/charlesaraujox/status/999086718669262848;['negativo']
charlesaraujox;2018-05-22 19:58;0;0;adalberto cavalcanti apoio erefeito exvice prefeito vereadores suplente varias liderancas dormentes ;;;;999062070954872833;https://twitter.com/charlesaraujox/status/999062070954872833;['neutro']
charlesaraujox;2018-05-22 19:55;0;0;adalberto cavalcanti apoio erefeito exvice prefeito vereadores suplente varias liderancas dormentes ;;;;999061207972753409;https://twitter.com/charlesaraujox/status/999061207972753409;['neutro']
canalblitztv;2018-05-22 17:48;0;0;adalberto cavalcanti devoto fiel amigo longas datas seguidor divino incondicional sempre  lcantidevotofielamigolongasdatasseguidordivinoincondicionalsempre;;;;999029198592372736;https://twitter.com/canalblitztv/status/999029198592372736;['positivo']
canalblitztv;2018-05-22 14:34;0;0;adalberto cavalcanti prestigia inauguracao associacao pequenos produtores comunidade ico ne gomes  lcantiprestigiainauguracaoassociacaopequenosprodutorescomunidadeiconegomes;;;;998980330483802112;https://twitter.com/canalblitztv/status/998980330483802112;['positivo']
charlesaraujox;2018-05-22 13:38;0;0;adalberto cavalcanti participa festa social agricultores ico ne gomespetrolina ;;;;998966449271009281;https://twitter.com/charlesaraujox/status/998966449271009281;['negativo']
charlesaraujox;2018-05-22 13:23;0;0;adalberto cavalcanti participa festa social agricultores ico ne gomespetrolina ;;;;998962447838007296;https://twitter.com/charlesaraujox/status/998962447838007296;['negativo']
canalblitztv;2018-05-22 09:28;0;0;caprishow adalberto cavalcanti visitou feira caprinos ovinos municipio dormentes  adalbertocavalcantivisitoufeiracaprinosovinosmunicipiodormentes ;;;;998903414024228864;https://twitter.com/canalblitztv/status/998903414024228864;['negativo']
charlesaraujox;2018-05-21 18:10;0;0;forte incentivador criadores adalberto cavalcanti mostra forca politica caprishow orteincentivadorcriadoresadalbertocavalcantimostraforcapoliticacaprishow2018;;;;998672424492122112;https://twitter.com/charlesaraujox/status/998672424492122112;['positivo']
charlesaraujox;2018-05-21 18:09;0;0;adalberto cavalcanti lucia mariano participam festejos divino espirito santo cachoeira robertoafraniope ;;;;998672092882071552;https://twitter.com/charlesaraujox/status/998672092882071552;['positivo']
charlesaraujox;2018-05-21 15:37;0;0;adalberto cavalcanti lucia mariano participam festejos divino espirito santo cachoeira robertoafraniope ;;;;998633817471639557;https://twitter.com/charlesaraujox/status/998633817471639557;['positivo']
charlesaraujox;2018-05-21 15:36;0;0;forte incentivador criadores adalberto cavalcanti mostra forca politica caprishow ;;;;998633717911273473;https://twitter.com/charlesaraujox/status/998633717911273473;['positivo']
charlesaraujox;2018-05-21 15:34;0;0;forte incentivador criadores adalberto cavalcanti mostra forca politica caprishow orteincentivadorcriadoresadalbertocavalcantimostraforcapoliticacaprishow2018;;;;998633145904885760;https://twitter.com/charlesaraujox/status/998633145904885760;['positivo']
canalblitztv;2018-05-21 11:39;0;0;adalberto cavalcanti participou solenidade anuncio inicio obras implantacao setores colonizacao projeto irrigacao pontal sul  lcantiparticipousolenidadeanuncioinicioobrasimplantacaosetorescolonizacaoprojetoirrigacaopontalsul;;;;998574013600460800;https://twitter.com/canalblitztv/status/998574013600460800;['negativo']
charlesaraujox;2018-05-21 10:44;0;0;adalberto cavalcanti lucia mariano participam festejos divino espirito santo cachoeira robertoafraniope ;;;;998560242060353536;https://twitter.com/charlesaraujox/status/998560242060353536;['positivo']
canalblitztv;2018-05-21 10:17;0;0;em clima muita fe devocao adalberto cavalcanti participou encerramento festejos divino espirito santo cachoeira roberto  itafedevocaoadalbertocavalcantiparticipouencerramentofestejosdivinoespiritosantocachoeiraroberto;;;;998553452417638400;https://twitter.com/canalblitztv/status/998553452417638400;['positivo']
